function_name	arg1	arg2	arg_type	param1	param2	labels
strcmp	"acodec"	tmp	int	__s1	__s2	1
strcmp	tmp	"vcodec"	int	__s1	__s2	0
strcmp	"vcodec"	tmp	int	__s1	__s2	1
strcmp	tmp	"scodec"	int	__s1	__s2	0
strcmp	"scodec"	tmp	int	__s1	__s2	1
fopen	filename	"r"	FILE *	__filename	__modes	0
fopen	"r"	filename	FILE *	__filename	__modes	1
av_strcasecmp	cmd	"Port"	int	a	b	0
av_strcasecmp	"Port"	cmd	int	a	b	1
av_strcasecmp	cmd	"BindAddress"	int	a	b	0
av_strcasecmp	"BindAddress"	cmd	int	a	b	1
av_strcasecmp	cmd	"NoDaemon"	int	a	b	0
av_strcasecmp	"NoDaemon"	cmd	int	a	b	1
av_strcasecmp	cmd	"RTSPPort"	int	a	b	0
av_strcasecmp	"RTSPPort"	cmd	int	a	b	1
av_strcasecmp	cmd	"RTSPBindAddress"	int	a	b	0
av_strcasecmp	"RTSPBindAddress"	cmd	int	a	b	1
av_strcasecmp	cmd	"MaxHTTPConnections"	int	a	b	0
av_strcasecmp	"MaxHTTPConnections"	cmd	int	a	b	1
av_strcasecmp	cmd	"MaxClients"	int	a	b	0
av_strcasecmp	"MaxClients"	cmd	int	a	b	1
av_strcasecmp	cmd	"MaxBandwidth"	int	a	b	0
av_strcasecmp	"MaxBandwidth"	cmd	int	a	b	1
av_strcasecmp	cmd	"CustomLog"	int	a	b	0
av_strcasecmp	"CustomLog"	cmd	int	a	b	1
av_strcasecmp	cmd	"<Feed"	int	a	b	0
av_strcasecmp	"<Feed"	cmd	int	a	b	1
strcmp	feed	s	int	__s1	__s2	0
strcmp	s	feed	int	__s1	__s2	1
av_strcasecmp	cmd	"Launch"	int	a	b	0
av_strcasecmp	"Launch"	cmd	int	a	b	1
av_strcasecmp	cmd	"ReadOnlyFile"	int	a	b	0
av_strcasecmp	"ReadOnlyFile"	cmd	int	a	b	1
av_strcasecmp	cmd	"File"	int	a	b	0
av_strcasecmp	"File"	cmd	int	a	b	1
av_strcasecmp	cmd	"Truncate"	int	a	b	0
av_strcasecmp	"Truncate"	cmd	int	a	b	1
av_strcasecmp	cmd	"FileMaxSize"	int	a	b	0
av_strcasecmp	"FileMaxSize"	cmd	int	a	b	1
av_strcasecmp	cmd	"</Feed>"	int	a	b	0
av_strcasecmp	"</Feed>"	cmd	int	a	b	1
av_strcasecmp	cmd	"<Stream"	int	a	b	0
av_strcasecmp	"<Stream"	cmd	int	a	b	1
strcmp	stream	s	int	__s1	__s2	0
strcmp	s	stream	int	__s1	__s2	1
av_strcasecmp	cmd	"Feed"	int	a	b	0
av_strcasecmp	"Feed"	cmd	int	a	b	1
strcmp	sfeed	arg	int	__s1	__s2	0
strcmp	arg	sfeed	int	__s1	__s2	1
av_strcasecmp	cmd	"Format"	int	a	b	0
av_strcasecmp	"Format"	cmd	int	a	b	1
strcmp	arg	"status"	int	__s1	__s2	0
strcmp	"status"	arg	int	__s1	__s2	1
strcmp	arg	"jpeg"	int	__s1	__s2	0
strcmp	"jpeg"	arg	int	__s1	__s2	1
av_strcasecmp	cmd	"InputFormat"	int	a	b	0
av_strcasecmp	"InputFormat"	cmd	int	a	b	1
av_strcasecmp	cmd	"FaviconURL"	int	a	b	0
av_strcasecmp	"FaviconURL"	cmd	int	a	b	1
av_strcasecmp	cmd	"Author"	int	a	b	0
av_strcasecmp	"Author"	cmd	int	a	b	1
av_strcasecmp	cmd	"Comment"	int	a	b	0
av_strcasecmp	"Comment"	cmd	int	a	b	1
av_strcasecmp	cmd	"Copyright"	int	a	b	0
av_strcasecmp	"Copyright"	cmd	int	a	b	1
av_strcasecmp	cmd	"Title"	int	a	b	0
av_strcasecmp	"Title"	cmd	int	a	b	1
av_strcasecmp	cmd	"Preroll"	int	a	b	0
av_strcasecmp	"Preroll"	cmd	int	a	b	1
av_strcasecmp	cmd	"StartSendOnKey"	int	a	b	0
av_strcasecmp	"StartSendOnKey"	cmd	int	a	b	1
av_strcasecmp	cmd	"AudioCodec"	int	a	b	0
av_strcasecmp	"AudioCodec"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoCodec"	int	a	b	0
av_strcasecmp	"VideoCodec"	cmd	int	a	b	1
av_strcasecmp	cmd	"MaxTime"	int	a	b	0
av_strcasecmp	"MaxTime"	cmd	int	a	b	1
av_strcasecmp	cmd	"AudioBitRate"	int	a	b	0
av_strcasecmp	"AudioBitRate"	cmd	int	a	b	1
av_strcasecmp	cmd	"AudioChannels"	int	a	b	0
av_strcasecmp	"AudioChannels"	cmd	int	a	b	1
av_strcasecmp	cmd	"AudioSampleRate"	int	a	b	0
av_strcasecmp	"AudioSampleRate"	cmd	int	a	b	1
av_strcasecmp	cmd	"AudioQuality"	int	a	b	0
av_strcasecmp	"AudioQuality"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoBitRateRange"	int	a	b	0
av_strcasecmp	"VideoBitRateRange"	cmd	int	a	b	1
av_strcasecmp	cmd	"Debug"	int	a	b	0
av_strcasecmp	"Debug"	cmd	int	a	b	1
av_strcasecmp	cmd	"Strict"	int	a	b	0
av_strcasecmp	"Strict"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoBufferSize"	int	a	b	0
av_strcasecmp	"VideoBufferSize"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoBitRateTolerance"	int	a	b	0
av_strcasecmp	"VideoBitRateTolerance"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoBitRate"	int	a	b	0
av_strcasecmp	"VideoBitRate"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoSize"	int	a	b	0
av_strcasecmp	"VideoSize"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoFrameRate"	int	a	b	0
av_strcasecmp	"VideoFrameRate"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoGopSize"	int	a	b	0
av_strcasecmp	"VideoGopSize"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoIntraOnly"	int	a	b	0
av_strcasecmp	"VideoIntraOnly"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoHighQuality"	int	a	b	0
av_strcasecmp	"VideoHighQuality"	cmd	int	a	b	1
av_strcasecmp	cmd	"Video4MotionVector"	int	a	b	0
av_strcasecmp	"Video4MotionVector"	cmd	int	a	b	1
av_strcasecmp	cmd	"AVOptionVideo"	int	a	b	0
av_strcasecmp	"AVOptionVideo"	cmd	int	a	b	1
av_strcasecmp	cmd	"AVOptionAudio"	int	a	b	0
av_strcasecmp	"AVOptionAudio"	cmd	int	a	b	1
av_strcasecmp	cmd	"AVOptionVideo"	int	a	b	0
av_strcasecmp	"AVOptionVideo"	cmd	int	a	b	1
av_strcasecmp	cmd	"AVPresetVideo"	int	a	b	0
av_strcasecmp	"AVPresetVideo"	cmd	int	a	b	1
av_strcasecmp	cmd	"AVPresetAudio"	int	a	b	0
av_strcasecmp	"AVPresetAudio"	cmd	int	a	b	1
av_strcasecmp	cmd	"AVPresetVideo"	int	a	b	0
av_strcasecmp	"AVPresetVideo"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoTag"	int	a	b	0
av_strcasecmp	"VideoTag"	cmd	int	a	b	1
av_strcasecmp	cmd	"BitExact"	int	a	b	0
av_strcasecmp	"BitExact"	cmd	int	a	b	1
av_strcasecmp	cmd	"DctFastint"	int	a	b	0
av_strcasecmp	"DctFastint"	cmd	int	a	b	1
av_strcasecmp	cmd	"IdctSimple"	int	a	b	0
av_strcasecmp	"IdctSimple"	cmd	int	a	b	1
av_strcasecmp	cmd	"Qscale"	int	a	b	0
av_strcasecmp	"Qscale"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoQDiff"	int	a	b	0
av_strcasecmp	"VideoQDiff"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoQMax"	int	a	b	0
av_strcasecmp	"VideoQMax"	cmd	int	a	b	1
av_strcasecmp	cmd	"VideoQMin"	int	a	b	0
av_strcasecmp	"VideoQMin"	cmd	int	a	b	1
av_strcasecmp	cmd	"LumaElim"	int	a	b	0
av_strcasecmp	"LumaElim"	cmd	int	a	b	1
av_strcasecmp	cmd	"ChromaElim"	int	a	b	0
av_strcasecmp	"ChromaElim"	cmd	int	a	b	1
av_strcasecmp	cmd	"LumiMask"	int	a	b	0
av_strcasecmp	"LumiMask"	cmd	int	a	b	1
av_strcasecmp	cmd	"DarkMask"	int	a	b	0
av_strcasecmp	"DarkMask"	cmd	int	a	b	1
av_strcasecmp	cmd	"NoVideo"	int	a	b	0
av_strcasecmp	"NoVideo"	cmd	int	a	b	1
av_strcasecmp	cmd	"NoAudio"	int	a	b	0
av_strcasecmp	"NoAudio"	cmd	int	a	b	1
av_strcasecmp	cmd	"ACL"	int	a	b	0
av_strcasecmp	"ACL"	cmd	int	a	b	1
av_strcasecmp	cmd	"DynamicACL"	int	a	b	0
av_strcasecmp	"DynamicACL"	cmd	int	a	b	1
av_strcasecmp	cmd	"RTSPOption"	int	a	b	0
av_strcasecmp	"RTSPOption"	cmd	int	a	b	1
av_strcasecmp	cmd	"MulticastAddress"	int	a	b	0
av_strcasecmp	"MulticastAddress"	cmd	int	a	b	1
av_strcasecmp	cmd	"MulticastPort"	int	a	b	0
av_strcasecmp	"MulticastPort"	cmd	int	a	b	1
av_strcasecmp	cmd	"MulticastTTL"	int	a	b	0
av_strcasecmp	"MulticastTTL"	cmd	int	a	b	1
av_strcasecmp	cmd	"NoLoop"	int	a	b	0
av_strcasecmp	"NoLoop"	cmd	int	a	b	1
av_strcasecmp	cmd	"</Stream>"	int	a	b	0
av_strcasecmp	"</Stream>"	cmd	int	a	b	1
strcmp	stream	"ffm"	int	__s1	__s2	0
strcmp	"ffm"	stream	int	__s1	__s2	1
av_strcasecmp	cmd	"<Redirect"	int	a	b	0
av_strcasecmp	"<Redirect"	cmd	int	a	b	1
av_strcasecmp	cmd	"URL"	int	a	b	0
av_strcasecmp	"URL"	cmd	int	a	b	1
av_strcasecmp	cmd	"</Redirect>"	int	a	b	0
av_strcasecmp	"</Redirect>"	cmd	int	a	b	1
av_strcasecmp	cmd	"LoadModule"	int	a	b	0
av_strcasecmp	"LoadModule"	cmd	int	a	b	1
strcmp	logfilename	"-"	int	__s1	__s2	0
strcmp	"-"	logfilename	int	__s1	__s2	1
fopen	logfilename	"a"	FILE *	__filename	__modes	0
fopen	"a"	logfilename	FILE *	__filename	__modes	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
va_copy	vl2	vl	void			0
va_copy	vl	vl2	void			1
av_opt_child_class_next	class	child	const AVClass *	parent	prev	0
av_opt_child_class_next	child	class	const AVClass *	parent	prev	1
strcmp	opt	"debug"	int	__s1	__s2	0
strcmp	"debug"	opt	int	__s1	__s2	1
strcmp	opt	"fdebug"	int	__s1	__s2	0
strcmp	"fdebug"	opt	int	__s1	__s2	1
strcmp	log_levels	arg	int	__s1	__s2	0
strcmp	arg	log_levels	int	__s1	__s2	1
strcmp	key	"file"	int	__s1	__s2	0
strcmp	"file"	key	int	__s1	__s2	1
fopen	filename	"w"	FILE *	__filename	__modes	0
fopen	"w"	filename	FILE *	__filename	__modes	1
print_program_info	1		void	flags	level	0
print_program_info		1	void	flags	level	1
print_all_libs_info	1		void	flags	level	0
print_all_libs_info		1	void	flags	level	1
print_all_libs_info	1		void	flags	level	0
print_all_libs_info		1	void	flags	level	1
print_program_info	0		void	flags	level	0
print_program_info		0	void	flags	level	1
print_all_libs_info	2		void	flags	level	0
print_all_libs_info		2	void	flags	level	1
strcmp	ifmt	name	int	__s1	__s2	0
strcmp	name	ifmt	int	__s1	__s2	1
printf	"%s "	codec	int			0
printf	codec	"%s "	int			1
strcmp	codec	desc	int	__s1	__s2	0
strcmp	desc	codec	int	__s1	__s2	1
strcmp	codec	desc	int	__s1	__s2	0
strcmp	desc	codec	int	__s1	__s2	1
strcmp	codec	desc	int	__s1	__s2	0
strcmp	desc	codec	int	__s1	__s2	1
printf	" (codec %s)"	desc	int			0
printf	desc	" (codec %s)"	int			1
printf	"%s\n"	bsf	int			0
printf	bsf	"%s\n"	int			1
printf	"%s\n"	name	int			0
printf	name	"%s\n"	int			1
printf	"%s\n"	name	int			0
printf	name	"%s\n"	int			1
printf	"%-12s"	name	int			0
printf	name	"%-12s"	int			1
printf	"    Common extensions: %s.\n"	fmt	int			0
printf	fmt	"    Common extensions: %s.\n"	int			1
printf	"    Common extensions: %s.\n"	fmt	int			0
printf	fmt	"    Common extensions: %s.\n"	int			1
printf	"    Mime type: %s.\n"	fmt	int			0
printf	fmt	"    Mime type: %s.\n"	int			1
printf	"    Default video codec: %s.\n"	desc	int			0
printf	desc	"    Default video codec: %s.\n"	int			1
printf	"    Default audio codec: %s.\n"	desc	int			0
printf	desc	"    Default audio codec: %s.\n"	int			1
printf	"    Default subtitle codec: %s.\n"	desc	int			0
printf	desc	"    Default subtitle codec: %s.\n"	int			1
show_help_default	topic	par	int			0
show_help_default	par	topic	int			1
strcmp	topic	"decoder"	int	__s1	__s2	0
strcmp	"decoder"	topic	int	__s1	__s2	1
strcmp	topic	"encoder"	int	__s1	__s2	0
strcmp	"encoder"	topic	int	__s1	__s2	1
strcmp	topic	"demuxer"	int	__s1	__s2	0
strcmp	"demuxer"	topic	int	__s1	__s2	1
strcmp	topic	"muxer"	int	__s1	__s2	0
strcmp	"muxer"	topic	int	__s1	__s2	1
show_help_default	topic	par	int			0
show_help_default	par	topic	int			1
fopen	filename	"rb"	FILE *	__filename	__modes	0
fopen	"rb"	filename	FILE *	__filename	__modes	1
fopen	filename	"r"	FILE *	__filename	__modes	0
fopen	"r"	filename	FILE *	__filename	__modes	1
fopen	filename	"r"	FILE *	__filename	__modes	0
fopen	"r"	filename	FILE *	__filename	__modes	1
fopen	filename	"r"	FILE *	__filename	__modes	0
fopen	"r"	filename	FILE *	__filename	__modes	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
compute_mod	s	(	int	a	b	0
compute_mod	(	s	int	a	b	1
strcmp	s	"rtp"	int	__s1	__s2	0
strcmp	"rtp"	s	int	__s1	__s2	1
strcmp	s	"rtsp"	int	__s1	__s2	0
strcmp	"rtsp"	s	int	__s1	__s2	1
strcmp	s	"sdp"	int	__s1	__s2	0
strcmp	"sdp"	s	int	__s1	__s2	1
strcmp	arg	"audio"	int	__s1	__s2	0
strcmp	"audio"	arg	int	__s1	__s2	1
strcmp	arg	"video"	int	__s1	__s2	0
strcmp	"video"	arg	int	__s1	__s2	1
strcmp	arg	"ext"	int	__s1	__s2	0
strcmp	"ext"	arg	int	__s1	__s2	1
strcmp	filename	"-"	int	__s1	__s2	0
strcmp	"-"	filename	int	__s1	__s2	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
pow	10	index	double	__x	__y	0
pow	index	10	double	__x	__y	1
strcmp	registered_writers	name	int	__s1	__s2	0
strcmp	name	registered_writers	int	__s1	__s2	1
printf	"%s\n"	value	int			0
printf	value	"%s\n"	int			1
strcspn	src	meta_chars	unsigned long			0
strcspn	meta_chars	src	unsigned long			1
strcmp	compact	"none"	int	__s1	__s2	0
strcmp	"none"	compact	int	__s1	__s2	1
strcmp	compact	"c"	int	__s1	__s2	0
strcmp	"c"	compact	int	__s1	__s2	1
strcmp	compact	"csv"	int	__s1	__s2	0
strcmp	"csv"	compact	int	__s1	__s2	1
printf	"%s"	compact	int			0
printf	compact	"%s"	int			1
printf	"%s="	flat_escape_key_str	int			0
printf	flat_escape_key_str	"%s="	int			1
printf	"\""%s\""\n"	flat_escape_value_str	int			0
printf	flat_escape_value_str	"\""%s\""\n"	int			1
printf	"{%s"	json	int			0
printf	json	"{%s"	int			1
printf	"%s"	json	int			0
printf	json	"%s"	int			1
printf	"\""%s\"":"	json_escape_str	int			0
printf	json_escape_str	"\""%s\"":"	int			1
printf	" \""%s\"""	json_escape_str	int			0
printf	json_escape_str	" \""%s\"""	int			1
printf	"%s"	json	int			0
printf	json	"%s"	int			1
printf	"%s"	json	int			0
printf	json	"%s"	int			1
printf	"<%s>\n"	section	int			0
printf	section	"<%s>\n"	int			1
printf	"<%s "	section	int			0
printf	section	"<%s "	int			1
printf	"</%s>\n"	section	int			0
printf	section	"</%s>\n"	int			1
printf	" value=\""%s\""/>\n"	xml_escape_str	int			0
printf	xml_escape_str	" value=\""%s\""/>\n"	int			1
strcmp	section_name	section	int	__s1	__s2	0
strcmp	section	section_name	int	__s1	__s2	1
strcmp	section_name	section	int	__s1	__s2	0
strcmp	section	section_name	int	__s1	__s2	1
av_asprintf	"format=%s"	arg	char *			0
av_asprintf	arg	"format=%s"	char *			1
strcmp	arg	"-"	int	__s1	__s2	0
strcmp	"-"	arg	int	__s1	__s2	1
printf	"/%s"	section	int			0
printf	section	"/%s"	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcmp	filename	"-"	int	__s1	__s2	0
strcmp	"-"	filename	int	__s1	__s2	1
strcmp	filename	"/dev/stdin"	int	__s1	__s2	0
strcmp	"/dev/stdin"	filename	int	__s1	__s2	1
strcmp	codec_name	"copy"	int	__s1	__s2	0
strcmp	"copy"	codec_name	int	__s1	__s2	1
strcmp	filename	"-"	int	__s1	__s2	0
strcmp	"-"	filename	int	__s1	__s2	1
strcmp	oc	"image2"	int	__s1	__s2	0
strcmp	"image2"	oc	int	__s1	__s2	1
strcmp	arg	"vcd"	int	__s1	__s2	0
strcmp	"vcd"	arg	int	__s1	__s2	1
strcmp	arg	"svcd"	int	__s1	__s2	0
strcmp	"svcd"	arg	int	__s1	__s2	1
strcmp	arg	"dvd"	int	__s1	__s2	0
strcmp	"dvd"	arg	int	__s1	__s2	1
strcspn	line	"#\n\r"	unsigned long			0
strcspn	"#\n\r"	line	unsigned long			1
strcmp	key	"acodec"	int	__s1	__s2	0
strcmp	"acodec"	key	int	__s1	__s2	1
strcmp	key	"vcodec"	int	__s1	__s2	0
strcmp	"vcodec"	key	int	__s1	__s2	1
strcmp	key	"scodec"	int	__s1	__s2	0
strcmp	"scodec"	key	int	__s1	__s2	1
strcmp	key	"dcodec"	int	__s1	__s2	0
strcmp	"dcodec"	key	int	__s1	__s2	1
strcmp	opt	"b"	int	__s1	__s2	0
strcmp	"b"	opt	int	__s1	__s2	1
strcmp	opt	"qscale"	int	__s1	__s2	0
strcmp	"qscale"	opt	int	__s1	__s2	1
av_asprintf	"q%s"	opt	char *			0
av_asprintf	opt	"q%s"	char *			1
strcmp	opt	"profile"	int	__s1	__s2	0
strcmp	"profile"	opt	int	__s1	__s2	1
av_asprintf	"timecode=%s"	arg	char *			0
av_asprintf	arg	"timecode=%s"	char *			1
strcmp	opt	"long"	int	__s1	__s2	0
strcmp	"long"	opt	int	__s1	__s2	1
strcmp	opt	"full"	int	__s1	__s2	0
strcmp	"full"	opt	int	__s1	__s2	1
show_help_children	sws_get_class	flags	int			0
show_help_children	flags	sws_get_class	int			1
show_help_children	swr_get_class		int			0
show_help_children		swr_get_class	int			1
show_help_children	avfilter_get_class		int			0
show_help_children		avfilter_get_class	int			1
strcmp	arg	"-"	int	__s1	__s2	0
strcmp	"-"	arg	int	__s1	__s2	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strspn	param	" "	unsigned long			0
strspn	" "	param	unsigned long			1
strcmp	command	"connect"	int	__s1	__s2	0
strcmp	"connect"	command	int	__s1	__s2	1
strstr	desc	"authmod=adobe"	char *	__haystack	__needle	0
strstr	"authmod=adobe"	desc	char *	__haystack	__needle	1
strstr	desc	"authmod=llnw"	char *	__haystack	__needle	0
strstr	"authmod=llnw"	desc	char *	__haystack	__needle	1
strstr	desc	"?reason=authfailed"	char *	__haystack	__needle	0
strstr	"?reason=authfailed"	desc	char *	__haystack	__needle	1
strstr	desc	"?reason=nosuchuser"	char *	__haystack	__needle	0
strstr	"?reason=nosuchuser"	desc	char *	__haystack	__needle	1
strstr	desc	"code=403 need auth"	char *	__haystack	__needle	0
strstr	"code=403 need auth"	desc	char *	__haystack	__needle	1
strstr	desc	"?reason=needauth"	char *	__haystack	__needle	0
strstr	"?reason=needauth"	desc	char *	__haystack	__needle	1
strcmp	ptr	"user"	int	__s1	__s2	0
strcmp	"user"	ptr	int	__s1	__s2	1
strcmp	ptr	"salt"	int	__s1	__s2	0
strcmp	"salt"	ptr	int	__s1	__s2	1
strcmp	ptr	"opaque"	int	__s1	__s2	0
strcmp	"opaque"	ptr	int	__s1	__s2	1
strcmp	ptr	"challenge"	int	__s1	__s2	0
strcmp	"challenge"	ptr	int	__s1	__s2	1
strcmp	ptr	"nonce"	int	__s1	__s2	0
strcmp	"nonce"	ptr	int	__s1	__s2	1
strcmp	authmod	"adobe"	int	__s1	__s2	0
strcmp	"adobe"	authmod	int	__s1	__s2	1
strcmp	tracked_method	"_checkbw"	int	__s1	__s2	0
strcmp	"_checkbw"	tracked_method	int	__s1	__s2	1
strcmp	tracked_method	"releaseStream"	int	__s1	__s2	0
strcmp	"releaseStream"	tracked_method	int	__s1	__s2	1
strcmp	tracked_method	"FCSubscribe"	int	__s1	__s2	0
strcmp	"FCSubscribe"	tracked_method	int	__s1	__s2	1
strcmp	tracked_method	"FCPublish"	int	__s1	__s2	0
strcmp	"FCPublish"	tracked_method	int	__s1	__s2	1
strcmp	tracked_method	"connect"	int	__s1	__s2	0
strcmp	"connect"	tracked_method	int	__s1	__s2	1
strcmp	command	"FCPublish"	int	__s1	__s2	0
strcmp	"FCPublish"	command	int	__s1	__s2	1
strcmp	command	"publish"	int	__s1	__s2	0
strcmp	"publish"	command	int	__s1	__s2	1
strcmp	command	"FCPublish"	int	__s1	__s2	0
strcmp	"FCPublish"	command	int	__s1	__s2	1
strcmp	command	"publish"	int	__s1	__s2	0
strcmp	"publish"	command	int	__s1	__s2	1
strcmp	command	"createStream"	int	__s1	__s2	0
strcmp	"createStream"	command	int	__s1	__s2	1
ff_amf_tag_size	ptr	data_end	int			0
ff_amf_tag_size	data_end	ptr	int			1
strcmp	tmpstr	"error"	int	__s1	__s2	0
strcmp	"error"	tmpstr	int	__s1	__s2	1
strcmp	tmpstr	"NetStream.Play.Start"	int	__s1	__s2	0
strcmp	"NetStream.Play.Start"	tmpstr	int	__s1	__s2	1
strcmp	tmpstr	"NetStream.Play.Stop"	int	__s1	__s2	0
strcmp	"NetStream.Play.Stop"	tmpstr	int	__s1	__s2	1
strcmp	tmpstr	"NetStream.Play.UnpublishNotify"	int	__s1	__s2	0
strcmp	"NetStream.Play.UnpublishNotify"	tmpstr	int	__s1	__s2	1
strcmp	tmpstr	"NetStream.Publish.Start"	int	__s1	__s2	0
strcmp	"NetStream.Publish.Start"	tmpstr	int	__s1	__s2	1
strcmp	commandbuffer	"@setDataFrame"	int	__s1	__s2	0
strcmp	"@setDataFrame"	commandbuffer	int	__s1	__s2	1
strcmp	statusmsg	"onMetaData"	int	__s1	__s2	0
strcmp	"onMetaData"	statusmsg	int	__s1	__s2	1
strcmp	proto	"rtmp"	int	__s1	__s2	0
strcmp	"rtmp"	proto	int	__s1	__s2	1
strcmp	proto	"rtmpt"	int	__s1	__s2	0
strcmp	"rtmpt"	proto	int	__s1	__s2	1
strcmp	proto	"rtmpts"	int	__s1	__s2	0
strcmp	"rtmpts"	proto	int	__s1	__s2	1
strcmp	proto	"rtmpts"	int	__s1	__s2	0
strcmp	"rtmpts"	proto	int	__s1	__s2	1
strcmp	proto	"rtmps"	int	__s1	__s2	0
strcmp	"rtmps"	proto	int	__s1	__s2	1
strcmp	proto	"rtmpe"	int	__s1	__s2	0
strcmp	"rtmpe"	proto	int	__s1	__s2	1
strcmp	proto	"rtmpte"	int	__s1	__s2	0
strcmp	"rtmpte"	proto	int	__s1	__s2	1
strcmp	proto	"rtmpte"	int	__s1	__s2	0
strcmp	"rtmpte"	proto	int	__s1	__s2	1
strcmp	fname	".f4v"	int	__s1	__s2	0
strcmp	".f4v"	fname	int	__s1	__s2	1
strcmp	fname	".mp4"	int	__s1	__s2	0
strcmp	".mp4"	fname	int	__s1	__s2	1
strcmp	fname	".flv"	int	__s1	__s2	0
strcmp	".flv"	fname	int	__s1	__s2	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strstr	qop	"auth"	char *			0
strstr	"auth"	qop	char *			1
strcmp	key	"WWW-Authenticate"	int			0
strcmp	"WWW-Authenticate"	key	int			1
strcmp	key	"Proxy-Authenticate"	int			0
strcmp	"Proxy-Authenticate"	key	int			1
strcmp	key	"Authentication-Info"	int			0
strcmp	"Authentication-Info"	key	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcspn	ptr	"\n"	unsigned long			0
strcspn	"\n"	ptr	unsigned long			1
strcspn	line	"\r\n"	unsigned long			0
strcspn	"\r\n"	line	unsigned long			1
FFMIN	pos	caf	int			0
FFMIN	caf	pos	int			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
av_sat_add32_c	av_sat_add32_c	a	int	a	b	1
av_sat_sub32_c	a	av_sat_add32_c	int	a	b	0
av_sat_sub32_c	av_sat_add32_c	a	int	a	b	1
strcspn	ptr	"\n"	unsigned long			0
strcspn	"\n"	ptr	unsigned long			1
strcspn	line	"\r\n"	unsigned long			0
strcspn	"\r\n"	line	unsigned long			1
av_sat_add32_c	a	av_sat_add32_c	int	a	b	0
