function_name,arg1,arg2,arg_type,param1,param2,labels,,,,,
strcmp,JOB_START_ACCEPT,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_STATUS,int,,,0,,,,,
strcmp,JOB_STATUS,typeStr,int,,,1,,,,,
strcmp,typeStr,SBD_JOB_STATUS,int,,,0,,,,,
strcmp,SBD_JOB_STATUS,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_EXECUTE,int,,,0,,,,,
strcmp,JOB_EXECUTE,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_CLEAN,int,,,0,,,,,
strcmp,JOB_CLEAN,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_SWITCH,int,,,0,,,,,
strcmp,JOB_SWITCH,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_MOVE,int,,,0,,,,,
strcmp,JOB_MOVE,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_FINISH,int,,,0,,,,,
strcmp,JOB_FINISH,typeStr,int,,,1,,,,,
strcmp,typeStr,LOAD_INDEX,int,,,0,,,,,
strcmp,LOAD_INDEX,typeStr,int,,,1,,,,,
strcmp,typeStr,CHKPNT,int,,,0,,,,,
strcmp,CHKPNT,typeStr,int,,,1,,,,,
strcmp,typeStr,MIG,int,,,0,,,,,
strcmp,MIG,typeStr,int,,,1,,,,,
strcmp,typeStr,PRE_EXEC_START,int,,,0,,,,,
strcmp,PRE_EXEC_START,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_MODIFY,int,,,0,,,,,
strcmp,JOB_MODIFY,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_MODIFY2,int,,,0,,,,,
strcmp,JOB_MODIFY2,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_ATTR_SET,int,,,0,,,,,
strcmp,JOB_ATTR_SET,typeStr,int,,,1,,,,,
strcmp,typeStr,QUEUE_CTRL,int,,,0,,,,,
strcmp,QUEUE_CTRL,typeStr,int,,,1,,,,,
strcmp,typeStr,HOST_CTRL,int,,,0,,,,,
strcmp,HOST_CTRL,typeStr,int,,,1,,,,,
strcmp,typeStr,MBD_START,int,,,0,,,,,
strcmp,MBD_START,typeStr,int,,,1,,,,,
strcmp,typeStr,MBD_DIE,int,,,0,,,,,
strcmp,MBD_DIE,typeStr,int,,,1,,,,,
strcmp,typeStr,UNFULFILL,int,,,0,,,,,
strcmp,UNFULFILL,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_SIGNAL,int,,,0,,,,,
strcmp,JOB_SIGNAL,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_MSG,int,,,0,,,,,
strcmp,JOB_MSG,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_MSG_ACK,int,,,0,,,,,
strcmp,JOB_MSG_ACK,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_REQUEUE,int,,,0,,,,,
strcmp,JOB_REQUEUE,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_SIGACT,int,,,0,,,,,
strcmp,JOB_SIGACT,typeStr,int,,,1,,,,,
strcmp,typeStr,JOB_FORCE,int,,,0,,,,,
strcmp,JOB_FORCE,typeStr,int,,,1,,,,,
strcmp,typeStr,LOG_SWITCH,int,,,0,,,,,
strcmp,LOG_SWITCH,typeStr,int,,,1,,,,,
strcmp,typeStr,LOG_SWITCH,int,,,0,,,,,
strcmp,LOG_SWITCH,typeStr,int,,,1,,,,,
MIN,minSlots,numUser,int,,,0,,,,,
MIN,numUser,minSlots,int,,,1,,,,,
MIN,num,numUserGroup,int,,,0,,,,,
MIN,numUserGroup,num,int,,,1,,,,,
MIN,minSlots,numUserGroup,int,,,0,,,,,
MIN,numUserGroup,minSlots,int,,,1,,,,,
MIN,minSlots,num,int,,,0,,,,,
MIN,num,minSlots,int,,,1,,,,,
MIN,minSlots,minGSlots,int,,,0,,,,,
MIN,minGSlots,minSlots,int,,,1,,,,,
MIN,minGSlots,minGAvailSUSP,int,,,0,,,,,
MIN,minGAvailSUSP,minGSlots,int,,,1,,,,,
MIN,minSlots,*,int,,,0,,,,,
MIN,*,minSlots,int,,,1,,,,,
MIN,minSlots,numUserGroup,int,,,0,,,,,
MIN,numUserGroup,minSlots,int,,,1,,,,,
strcmp,jp,jUsable,int,,,0,,,,,
strcmp,jUsable,jp,int,,,1,,,,,
MIN,numSlots,num,int,,,0,,,,,
MIN,num,numSlots,int,,,1,,,,,
MIN,numSlots,num,int,,,0,,,,,
MIN,num,numSlots,int,,,1,,,,,
MIN,numAvailSlots,numSlots,int,,,0,,,,,
MIN,numSlots,numAvailSlots,int,,,1,,,,,
copyPeerCand,jobp,jpbw,void,,,0,,,,,
copyPeerCand,jpbw,jobp,void,,,1,,,,,
copyPeerCand,jobp,jpbw,void,,,0,,,,,
copyPeerCand,jpbw,jobp,void,,,1,,,,,
groupCandsCopy,jobp,jpbw,void,,,0,,,,,
groupCandsCopy,jpbw,jobp,void,,,1,,,,,
MIN,numSlots,*,int,,,0,,,,,
MIN,*,numSlots,int,,,1,,,,,
MIN,numSlots,*,int,,,0,,,,,
MIN,*,numSlots,int,,,1,,,,,
MAX,0,numNonPrmptSlots,int,,,0,,,,,
MAX,numNonPrmptSlots,0,int,,,1,,,,,
MAX,0,MIN,int,,,0,,,,,
MAX,MIN,0,int,,,1,,,,,
MAX,0,numNonPrmptSlots,int,,,0,,,,,
MAX,numNonPrmptSlots,0,int,,,1,,,,,
MAX,0,MIN,int,,,0,,,,,
MAX,MIN,0,int,,,1,,,,,
MIN,numSlots,numSlots1,int,,,0,,,,,
MIN,numSlots1,numSlots,int,,,1,,,,,
MIN,*,numAvailSlots1,int,,,0,,,,,
MIN,numAvailSlots1,*,int,,,1,,,,,
MAX,0,numNonPrmptSlots,int,,,0,,,,,
MAX,numNonPrmptSlots,0,int,,,1,,,,,
MAX,0,MIN,int,,,0,,,,,
MAX,MIN,0,int,,,1,,,,,
MIN,numSlots,numSlots1,int,,,0,,,,,
MIN,numSlots1,numSlots,int,,,1,,,,,
MIN,*,numAvailSlots1,int,,,0,,,,,
MIN,numAvailSlots1,*,int,,,1,,,,,
MIN,numSlots,numSlots1,int,,,0,,,,,
MIN,numSlots1,numSlots,int,,,1,,,,,
MIN,numSlots,numSlots1,int,,,0,,,,,
MIN,numSlots1,numSlots,int,,,1,,,,,
MIN,*,numAvailSlots1,int,,,0,,,,,
MIN,numAvailSlots1,*,int,,,1,,,,,
MIN,hp,hAcct,int,,,0,,,,,
MIN,hAcct,hp,int,,,1,,,,,
MAX,0,*,int,,,0,,,,,
MAX,*,0,int,,,1,,,,,
MAX,0,*,int,,,0,,,,,
MAX,*,0,int,,,1,,,,,
MAX,0,numSlots,int,,,0,,,,,
MAX,numSlots,0,int,,,1,,,,,
MIN,numSlots,numSlots1,int,,,0,,,,,
MIN,numSlots1,numSlots,int,,,1,,,,,
MIN,*,numAvailSlots1,int,,,0,,,,,
MIN,numAvailSlots1,*,int,,,1,,,,,
MIN,*,num,int,,,0,,,,,
MIN,num,*,int,,,1,,,,,
MIN,slots,num,int,,,0,,,,,
MIN,num,slots,int,,,1,,,,,
MIN,*,num,int,,,0,,,,,
MIN,num,*,int,,,1,,,,,
MIN,slots,num,int,,,0,,,,,
MIN,num,slots,int,,,1,,,,,
MIN,*,num,int,,,0,,,,,
MIN,num,*,int,,,1,,,,,
MIN,slots,num,int,,,0,,,,,
MIN,num,slots,int,,,1,,,,,
MIN,nSlots,num,int,,,0,,,,,
MIN,num,nSlots,int,,,1,,,,,
MIN,nSlots,num,int,,,0,,,,,
MIN,num,nSlots,int,,,1,,,,,
strcmp,jpbw,jp,int,,,0,,,,,
strcmp,jp,jpbw,int,,,1,,,,,
jobIsFirstOnSegment,jp,jList,int,,,0,,,,,
jobIsFirstOnSegment,jList,jp,int,,,1,,,,,
jobIsLastOnSegment,jp,jList,int,,,0,,,,,
jobIsLastOnSegment,jList,jp,int,,,1,,,,,
jobIsFirstOnSegment,jp,jList,int,,,0,,,,,
jobIsFirstOnSegment,jList,jp,int,,,1,,,,,
nextJobOnSegment,jp,jList,struct jData *,,,0,,,,,
nextJobOnSegment,jList,jp,struct jData *,,,1,,,,,
jobIsLastOnSegment,jp,jList,int,,,0,,,,,
jobIsLastOnSegment,jList,jp,int,,,1,,,,,
prevJobOnSegment,jp,jList,struct jData *,,,0,,,,,
prevJobOnSegment,jList,jp,struct jData *,,,1,,,,,
MIN,*,requestsProcs,int,,,0,,,,,
MIN,requestsProcs,*,int,,,1,,,,,
MIN,numRequestHosts,*,int,,,0,,,,,
MIN,*,numRequestHosts,int,,,1,,,,,
MIN,pTile,jobMaxUsableSlotsOnHost,int,,,0,,,,,
MIN,jobMaxUsableSlotsOnHost,pTile,int,,,1,,,,,
MAX,*,jobMaxUsableSlotsOnHost,int,,,0,,,,,
MAX,jobMaxUsableSlotsOnHost,*,int,,,1,,,,,
inEligibleGroupsInit,&,jpbw,void,,,0,,,,,
inEligibleGroupsInit,jpbw,&,void,,,1,,,,,
inEligibleGroupsInit,&,dest,void,,,0,,,,,
inEligibleGroupsInit,dest,&,void,,,1,,,,,
treeInsertChild,parentNode,newj,struct jgTreeNode *,parent,child,0,,,,,
treeInsertChild,newj,parentNode,struct jgTreeNode *,parent,child,1,,,,,
matchName,jgrp,nPtr,int,,,0,,,,,
matchName,nPtr,jgrp,int,,,1,,,,,
strcmp,jpbw,jobInfoReq,int,__s1,__s2,0,,,,,
strcmp,jobInfoReq,jpbw,int,__s1,__s2,1,,,,,
equalHost_,jobInfoReq,jpbw,int,,,0,,,,,
equalHost_,jpbw,jobInfoReq,int,,,1,,,,,
kill,pid,0,int,,,0,,,,,
kill,0,pid,int,,,1,,,,,
equalHost_,mastername,myhostnm,int,,,0,,,,,
equalHost_,myhostnm,mastername,int,,,1,,,,,
GET_HIGH,k,job_reasonTb,int,,,0,,,,,
GET_HIGH,job_reasonTb,k,int,,,1,,,,,
QUEUE_APPEND,bucket,msgq,int,,,0,,,,,
QUEUE_APPEND,msgq,bucket,int,,,1,,,,,
kill,-,sig,int,,,0,,,,,
kill,sig,-,int,,,1,,,,,
strcmp,actCmd,SIG_CHKPNT,int,,,0,,,,,
strcmp,SIG_CHKPNT,actCmd,int,,,1,,,,,
strcmp,actCmd,SIG_CHKPNT_COPY,int,,,0,,,,,
strcmp,SIG_CHKPNT_COPY,actCmd,int,,,1,,,,,
putEnv,LSB_JOBID,jobIdStr,int,,,0,,,,,
putEnv,jobIdStr,LSB_JOBID,int,,,1,,,,,
putEnv,LSB_JOBINDEX,jobIdStr,int,,,0,,,,,
putEnv,jobIdStr,LSB_JOBINDEX,int,,,1,,,,,
putEnv,LSB_JOBPGIDS,getJobPgids,int,,,0,,,,,
putEnv,getJobPgids,LSB_JOBPGIDS,int,,,1,,,,,
putEnv,LSB_JOBPIDS,getJobPids,int,,,0,,,,,
putEnv,getJobPids,LSB_JOBPIDS,int,,,1,,,,,
putEnv,LSB_SUSP_REASONS,suspendReasons,int,,,0,,,,,
putEnv,suspendReasons,LSB_SUSP_REASONS,int,,,1,,,,,
putEnv,LSB_SUSP_SUBREASONS,suspSubReasons,int,,,0,,,,,
putEnv,suspSubReasons,LSB_SUSP_SUBREASONS,int,,,1,,,,,
dup2,i,0,int,__fd,__fd2,0,,,,,
dup2,0,i,int,__fd,__fd2,1,,,,,
dup2,i,1,int,__fd,__fd2,0,,,,,
dup2,1,i,int,__fd,__fd2,1,,,,,
dup2,i,2,int,__fd,__fd2,0,,,,,
dup2,2,i,int,__fd,__fd2,1,,,,,
putEnv,LSB_STDERR_FD,buf,int,,,0,,,,,
putEnv,buf,LSB_STDERR_FD,int,,,1,,,,,
dup2,fds,2,int,__fd,__fd2,0,,,,,
dup2,2,fds,int,__fd,__fd2,1,,,,,
putEnv,LSB_RESTART_PID,pidStr,int,,,0,,,,,
putEnv,pidStr,LSB_RESTART_PID,int,,,1,,,,,
putEnv,LSB_RESTART_PGID,pgidStr,int,,,0,,,,,
putEnv,pgidStr,LSB_RESTART_PGID,int,,,1,,,,,
dup2,fds,2,int,__fd,__fd2,0,,,,,
dup2,2,fds,int,__fd,__fd2,1,,,,,
strcmp,dp,.,int,,,0,,,,,
strcmp,.,dp,int,,,1,,,,,
strcmp,dp,..,int,,,0,,,,,
strcmp,..,dp,int,,,1,,,,,
strcmp,oldJobId,newJobId,int,,,0,,,,,
strcmp,newJobId,oldJobId,int,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,strrchr,char *,,,0,,,,,
strcpy,strrchr,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jp,char *,,,0,,,,,
strcpy,jp,jobNewLog,char *,,,1,,,,,
calloc,nelem,esize,void *,__nmemb,__size,0,,,,,
calloc,esize,nelem,void *,__nmemb,__size,1,,,,,
strcpy,to,from,char *,__dest,__src,0,,,,,
strcpy,from,to,char *,__dest,__src,1,,,,,
putEnv,PATH,/bin:/usr/bin/:/local/bin:/usr/local/bin,int,,,0,,,,,
putEnv,/bin:/usr/bin/:/local/bin:/usr/local/bin,PATH,int,,,1,,,,,
putEnv,SHELL,shellPath,int,,,0,,,,,
putEnv,shellPath,SHELL,int,,,1,,,,,
putEnv,TZ,tzsave,int,,,0,,,,,
putEnv,tzsave,TZ,int,,,1,,,,,
putEnv,LSB_HOSTS,hosts,int,,,0,,,,,
putEnv,hosts,LSB_HOSTS,int,,,1,,,,,
putEnv,LSB_INTERACTIVE,Y,int,,,0,,,,,
putEnv,Y,LSB_INTERACTIVE,int,,,1,,,,,
putEnv,PATH,tmppath,int,,,0,,,,,
putEnv,tmppath,PATH,int,,,1,,,,,
putEnv,PATH,envpath,int,,,0,,,,,
putEnv,envpath,PATH,int,,,1,,,,,
strcpy,jp,jobSpecs,char *,,,0,,,,,
strcpy,jobSpecs,jp,char *,,,1,,,,,
setpgid,0,getpid,int,,,0,,,,,
setpgid,getpid,0,int,,,1,,,,,
dup2,fd,0,int,,,0,,,,,
dup2,0,fd,int,,,1,,,,,
strcmp,dir,send,int,,,0,,,,,
strcmp,send,dir,int,,,1,,,,,
strcmp,dir,recv,int,,,0,,,,,
strcmp,recv,dir,int,,,1,,,,,
equalHost_,jobCard,hp,int,,,0,,,,,
equalHost_,hp,jobCard,int,,,1,,,,,
putEnv,PATH,/bin:/usr/bin:/sbin:/usr/sbin,int,,,0,,,,,
putEnv,/bin:/usr/bin:/sbin:/usr/sbin,PATH,int,,,1,,,,,
dup2,i,0,int,,,0,,,,,
dup2,0,i,int,,,1,,,,,
dup2,i,1,int,,,0,,,,,
dup2,1,i,int,,,1,,,,,
dup2,i,2,int,,,0,,,,,
dup2,2,i,int,,,1,,,,,
putEnv,PATH,/bin:/usr/bin:/sbin:/usr/sbin,int,,,0,,,,,
putEnv,/bin:/usr/bin:/sbin:/usr/sbin,PATH,int,,,1,,,,,
dup2,i,0,int,,,0,,,,,
dup2,0,i,int,,,1,,,,,
dup2,i,1,int,,,0,,,,,
dup2,1,i,int,,,1,,,,,
dup2,i,2,int,,,0,,,,,
dup2,2,i,int,,,1,,,,,
putEnv,LSB_JOBPEND, ,int,,,0,,,,,
putEnv, ,LSB_JOBPEND,int,,,1,,,,,
MAX,jPtr,jRusage,int,,,0,,,,,
MAX,jRusage,jPtr,int,,,1,,,,,
MAX,jPtr,jRusage,int,,,0,,,,,
MAX,jRusage,jPtr,int,,,1,,,,,
strcpy,jobNewLog,job,char *,,,0,,,,,
strcpy,job,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,job,char *,,,0,,,,,
strcpy,job,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,jobNewLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobNewLog,char *,,,1,,,,,
strcpy,logPtr,switchReq,char *,,,0,,,,,
strcpy,switchReq,logPtr,char *,,,1,,,,,
strcpy,logPtr,qp,char *,,,0,,,,,
strcpy,qp,logPtr,char *,,,1,,,,,
strcpy,logPtr,hp,char *,,,0,,,,,
strcpy,hp,logPtr,char *,,,1,,,,,
strcpy,jobFinishLog,job,char *,,,0,,,,,
strcpy,job,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
strcpy,jobFinishLog,jobBill,char *,,,0,,,,,
strcpy,jobBill,jobFinishLog,char *,,,1,,,,,
getDefSigValue_,signalReq,jp,int,,,0,,,,,
getDefSigValue_,jp,signalReq,int,,,1,,,,,
strcmp,REQUEUE_PSUSP,p,int,,,0,,,,,
strcmp,p,REQUEUE_PSUSP,int,,,1,,,,,
strcmp,REQUEUE_PEND,p,int,,,0,,,,,
strcmp,p,REQUEUE_PEND,int,,,1,,,,,
strstr,data,begin,char *,,,0,,,,,
strstr,begin,data,char *,,,1,,,,,
strstr,ptr1,end,char *,,,0,,,,,
strstr,end,ptr1,char *,,,1,,,,,
strstr,data,header,char *,,,0,,,,,
strstr,header,data,char *,,,1,,,,,
strcpy,logPtr,ctrlPtr,char *,,,0,,,,,
strcpy,ctrlPtr,logPtr,char *,,,1,,,,,
strcpy,logPtr,ctrlPtr,char *,,,0,,,,,
strcpy,ctrlPtr,logPtr,char *,,,1,,,,,
strcpy,logPtr,ctrlPtr,char *,,,0,,,,,
strcpy,ctrlPtr,logPtr,char *,,,1,,,,,
strcpy,logPtr,ctrlPtr,char *,,,0,,,,,
strcpy,ctrlPtr,logPtr,char *,,,1,,,,,
equalHost_,toHost,lastHost,int,,,0,,,,,
equalHost_,lastHost,toHost,int,,,1,,,,,
ls_initrex,1,0,int,,,0,,,,,
ls_initrex,0,1,int,,,1,,,,,
ls_initrex,1,0,int,,,0,,,,,
ls_initrex,0,1,int,,,1,,,,,
strcmp,token,*,int,,,0,,,,,
strcmp,*,token,int,,,1,,,,,
strstr,jobp,[*],char *,,,0,,,,,
strstr,[*],jobp,char *,,,1,,,,,
MIN,num,numSlots,int,,,0,,,,,
MIN,numSlots,num,int,,,1,,,,,
strcmp,gHosts,all,int,,,0,,,,,
strcmp,all,gHosts,int,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,qp,char *,,,0,,,,,
strcpy,qp,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,qp,char *,,,0,,,,,
strcpy,qp,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,qp,char *,,,0,,,,,
strcpy,qp,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,qp,char *,,,0,,,,,
strcpy,qp,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,qp,char *,,,0,,,,,
strcpy,qp,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,qp,char *,,,0,,,,,
strcpy,qp,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,qp,char *,,,0,,,,,
strcpy,qp,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,qp,char *,,,0,,,,,
strcpy,qp,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,qp,char *,,,0,,,,,
strcpy,qp,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
sprintf,jobSpecs,jDataPtr,int,,,0,,,,,
sprintf,jDataPtr,jobSpecs,int,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
MIN,hp,qp,int,,,0,,,,,
MIN,qp,hp,int,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcpy,jobSpecs,jDataPtr,char *,,,0,,,,,
strcpy,jDataPtr,jobSpecs,char *,,,1,,,,,
strcmp,jpbw,statusReq,int,,,0,,,,,
strcmp,statusReq,jpbw,int,,,1,,,,,
match_exitvalue,jpbw,(,int,,,0,,,,,
match_exitvalue,(,jpbw,int,,,1,,,,,
getHAcct,qtp,job,int,,,0,,,,,
getHAcct,job,qtp,int,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
acumulateValue,statusReq,job,double,,,0,,,,,
acumulateValue,job,statusReq,double,,,1,,,,,
strcpy,auth,jpbw,char *,,,0,,,,,
strcpy,jpbw,auth,char *,,,1,,,,,
copyHosts,to,new,void,,,0,,,,,
copyHosts,new,to,void,,,1,,,,,
copyHosts,to,old,void,,,0,,,,,
copyHosts,old,to,void,,,1,,,,,
strcmp,host,reqHosts,int,,,0,,,,,
strcmp,reqHosts,host,int,,,1,,,,,
MIN,numHostSlots,max,int,,,0,,,,,
MIN,max,numHostSlots,int,,,1,,,,,
